method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,max_ba_iterations,source,rre,rte,num_aligned,file_path,sfm_file_path,folder,input_folder,output_folder,plot_series
vggt,100,42,0.0,110000,random,,,,0,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,,MCMC,,,,,,,,,,sfm,0.7897,0.107121,100,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p110000_random_farthestpose/eval_results.json,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p110000_random_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p110000_random_farthestpose,bonsai_2_n100_s42_c0.0_p110000_random_farthestpose,,vggt | 0 | 
vggt,100,42,0.0,110000,random,,,,1,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,,MCMC,,,,,,,,,,sfm,1.3831,0.105295,100,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p110000_random_opti1_optn10_farthestpose/eval_results.json,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p110000_random_opti1_optn10_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p110000_random_opti1_optn10_farthestpose,bonsai_2_n100_s42_c0.0_p110000_random_opti1_optn10_farthestpose,,vggt | 1 | 
vggt,100,42,0.0,110000,random,,,,10,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,,MCMC,,,,,,,,,,sfm,2.0018,0.102139,100,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p110000_random_opti10_optn10_farthestpose/eval_results.json,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p110000_random_opti10_optn10_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p110000_random_opti10_optn10_farthestpose,bonsai_2_n100_s42_c0.0_p110000_random_opti10_optn10_farthestpose,,vggt | 10 | 
vggt,100,42,0.0,110000,random,,,,20,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,,MCMC,,,,,,,,,,sfm,2.1526,0.104175,100,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p110000_random_opti20_optn10_farthestpose/eval_results.json,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p110000_random_opti20_optn10_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p110000_random_opti20_optn10_farthestpose,bonsai_2_n100_s42_c0.0_p110000_random_opti20_optn10_farthestpose,,vggt | 20 | 
vggt,100,42,0.0,110000,random,,,,30,10,farthestpose,,,,,,,,,,,0.0,,vggt,,,,,,MCMC,,,,,,,,,,sfm,2.3261,0.101177,100,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p110000_random_opti30_optn10_farthestpose/eval_results.json,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p110000_random_opti30_optn10_farthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p110000_random_opti30_optn10_farthestpose,bonsai_2_n100_s42_c0.0_p110000_random_opti30_optn10_farthestpose,,vggt | 30 | 
